age	job	marital	education	default	balance	housing	loan	y
(35.0, 45.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	retired	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	retired	divorced	tertiary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	services	married	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	blue-collar	married	primary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(72.0, 448.0]	yes	no	no
(17.999, 35.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	housemaid	divorced	primary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	unknown	no	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	admin.	married	primary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	services	married	secondary	no	(72.0, 448.0]	yes	yes	no
(35.0, 45.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	services	single	secondary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	blue-collar	married	primary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	admin.	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	admin.	married	secondary	no	(1428.0, 102127.0]	no	no	no
(17.999, 35.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	blue-collar	single	primary	no	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	blue-collar	divorced	secondary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	entrepreneur	married	tertiary	no	(448.0, 1428.0]	yes	yes	no
(45.0, 95.0]	admin.	divorced	tertiary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	blue-collar	married	tertiary	no	(72.0, 448.0]	yes	no	no
(17.999, 35.0]	blue-collar	divorced	primary	no	(72.0, 448.0]	yes	no	yes
(45.0, 95.0]	retired	divorced	primary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	technician	married	primary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	management	divorced	secondary	no	(1428.0, 102127.0]	yes	yes	no
(45.0, 95.0]	blue-collar	married	primary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	technician	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	management	divorced	tertiary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(72.0, 448.0]	yes	no	no
(17.999, 35.0]	services	single	secondary	yes	(-8019.001, 72.0]	yes	yes	no
(35.0, 45.0]	technician	married	secondary	no	(1428.0, 102127.0]	yes	no	yes
(17.999, 35.0]	blue-collar	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	unknown	divorced	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	unemployed	single	tertiary	no	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	technician	single	tertiary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	unknown	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	technician	single	secondary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	services	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	blue-collar	single	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	admin.	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	blue-collar	single	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	technician	divorced	secondary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	blue-collar	divorced	primary	no	(72.0, 448.0]	yes	yes	no
(45.0, 95.0]	admin.	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	entrepreneur	married	secondary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	blue-collar	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	management	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	admin.	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	admin.	single	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	services	single	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	admin.	single	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	divorced	primary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	retired	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	entrepreneur	married	unknown	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	admin.	single	secondary	yes	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	management	divorced	tertiary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	retired	married	primary	no	(448.0, 1428.0]	no	yes	no
(45.0, 95.0]	technician	married	unknown	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	blue-collar	single	secondary	yes	(-8019.001, 72.0]	yes	yes	no
(17.999, 35.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	admin.	married	secondary	no	(448.0, 1428.0]	yes	yes	no
(17.999, 35.0]	blue-collar	single	secondary	yes	(72.0, 448.0]	no	no	no
(45.0, 95.0]	admin.	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	unknown	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	yes	yes	no
(35.0, 45.0]	entrepreneur	married	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	blue-collar	single	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	yes	no
(17.999, 35.0]	blue-collar	married	secondary	no	(72.0, 448.0]	yes	yes	no
(17.999, 35.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	housemaid	married	secondary	no	(1428.0, 102127.0]	yes	no	yes
(35.0, 45.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	blue-collar	single	primary	no	(72.0, 448.0]	yes	yes	no
(35.0, 45.0]	technician	married	secondary	no	(72.0, 448.0]	yes	yes	no
(45.0, 95.0]	technician	divorced	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	admin.	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	services	married	primary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	self-employed	married	tertiary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	technician	divorced	primary	no	(1428.0, 102127.0]	yes	no	yes
(17.999, 35.0]	admin.	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	technician	married	unknown	no	(448.0, 1428.0]	yes	yes	no
(45.0, 95.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	management	married	primary	no	(72.0, 448.0]	yes	yes	no
(17.999, 35.0]	management	single	tertiary	no	(72.0, 448.0]	yes	no	no
(17.999, 35.0]	technician	single	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	admin.	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	technician	divorced	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	blue-collar	divorced	secondary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	entrepreneur	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	technician	married	secondary	no	(-8019.001, 72.0]	yes	yes	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	yes	no
(35.0, 45.0]	technician	married	secondary	yes	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	student	single	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	blue-collar	divorced	primary	no	(-8019.001, 72.0]	yes	no	yes
(45.0, 95.0]	technician	divorced	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	technician	divorced	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	divorced	secondary	no	(72.0, 448.0]	yes	yes	no
(45.0, 95.0]	retired	divorced	primary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	services	single	secondary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	management	married	secondary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	management	single	tertiary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	single	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	admin.	single	secondary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	admin.	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	management	single	tertiary	no	(448.0, 1428.0]	no	no	no
(17.999, 35.0]	technician	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	blue-collar	single	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	admin.	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	blue-collar	single	primary	no	(1428.0, 102127.0]	yes	no	yes
(35.0, 45.0]	admin.	divorced	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	admin.	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	services	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	admin.	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	management	married	primary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	unemployed	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	technician	single	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	entrepreneur	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	management	divorced	tertiary	no	(448.0, 1428.0]	yes	yes	yes
(45.0, 95.0]	services	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	retired	divorced	primary	no	(448.0, 1428.0]	yes	yes	no
(45.0, 95.0]	technician	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	retired	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	services	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	admin.	single	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	technician	married	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	admin.	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	unknown	divorced	tertiary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	retired	married	secondary	no	(1428.0, 102127.0]	yes	yes	yes
(45.0, 95.0]	retired	married	secondary	no	(1428.0, 102127.0]	yes	yes	no
(45.0, 95.0]	housemaid	married	tertiary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	unknown	single	unknown	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(72.0, 448.0]	yes	yes	no
(45.0, 95.0]	unemployed	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	technician	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	admin.	divorced	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	yes	no
(45.0, 95.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	self-employed	married	primary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	unemployed	divorced	secondary	no	(72.0, 448.0]	yes	yes	no
(45.0, 95.0]	management	divorced	tertiary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	yes
(35.0, 45.0]	blue-collar	married	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	admin.	married	secondary	no	(1428.0, 102127.0]	yes	yes	no
(35.0, 45.0]	entrepreneur	married	primary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	yes
(35.0, 45.0]	services	single	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	yes	no
(35.0, 45.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	technician	married	secondary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	unknown	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	blue-collar	single	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	admin.	married	secondary	no	(1428.0, 102127.0]	yes	no	yes
(45.0, 95.0]	blue-collar	married	primary	no	(-8019.001, 72.0]	yes	yes	no
(45.0, 95.0]	admin.	married	secondary	no	(448.0, 1428.0]	yes	yes	no
(17.999, 35.0]	blue-collar	single	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	retired	married	primary	no	(72.0, 448.0]	yes	no	no
(17.999, 35.0]	technician	single	tertiary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	management	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	yes	no
(45.0, 95.0]	management	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	admin.	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	yes
(35.0, 45.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	admin.	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	retired	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	retired	divorced	primary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	entrepreneur	married	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	admin.	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	blue-collar	single	primary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	self-employed	married	primary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	management	single	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	technician	married	primary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	unemployed	single	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	admin.	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	technician	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	admin.	single	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	unemployed	single	primary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	blue-collar	divorced	secondary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	blue-collar	married	primary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	blue-collar	single	unknown	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	admin.	divorced	primary	no	(448.0, 1428.0]	yes	yes	no
(35.0, 45.0]	technician	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	services	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	blue-collar	divorced	secondary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	retired	married	primary	no	(1428.0, 102127.0]	yes	no	yes
(35.0, 45.0]	blue-collar	married	unknown	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	admin.	married	secondary	yes	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	services	married	primary	no	(72.0, 448.0]	yes	no	no
(17.999, 35.0]	technician	single	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	yes	no
(35.0, 45.0]	services	married	secondary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	technician	single	secondary	no	(448.0, 1428.0]	no	yes	no
(45.0, 95.0]	entrepreneur	married	tertiary	no	(448.0, 1428.0]	yes	yes	no
(35.0, 45.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	retired	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	management	single	tertiary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	self-employed	divorced	secondary	no	(72.0, 448.0]	yes	yes	no
(35.0, 45.0]	technician	single	secondary	no	(-8019.001, 72.0]	yes	yes	no
(17.999, 35.0]	blue-collar	single	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	services	divorced	secondary	yes	(-8019.001, 72.0]	no	yes	no
(45.0, 95.0]	retired	married	tertiary	no	(448.0, 1428.0]	yes	yes	no
(35.0, 45.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	management	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(72.0, 448.0]	yes	yes	no
(35.0, 45.0]	technician	single	unknown	no	(1428.0, 102127.0]	yes	no	yes
(45.0, 95.0]	technician	divorced	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	self-employed	single	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	single	primary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	management	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	retired	married	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	admin.	divorced	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	services	divorced	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	management	single	tertiary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	technician	married	tertiary	yes	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	entrepreneur	married	tertiary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	entrepreneur	married	secondary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	entrepreneur	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	secondary	no	(72.0, 448.0]	yes	yes	no
(35.0, 45.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	entrepreneur	married	primary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	management	married	tertiary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(72.0, 448.0]	yes	yes	no
(45.0, 95.0]	blue-collar	divorced	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	technician	married	primary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	self-employed	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	admin.	single	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	technician	married	tertiary	no	(-8019.001, 72.0]	no	no	yes
(35.0, 45.0]	entrepreneur	single	tertiary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	entrepreneur	married	primary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	services	married	secondary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	admin.	divorced	secondary	no	(-8019.001, 72.0]	yes	no	no
